//CoDeSys Mapping Export V1.2;;;;;
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name
//Important: change only first, third or fourth column in Excel or add variable name before first ;;;;;
;Наклон характеристики@12;;Коэффициент масштабирования смещенного значения;%QD178;MV210_101
;Верхняя граница@12;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD179;MV210_101
;Нижняя граница@12;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD180;MV210_101
;Постоянная времени фильтра@12;с;;%QW362;MV210_101
Application.GVL_PLC.A04_MV210_101.NewSettings[6];Вход 6 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD182;MV210_101
;Тип датчика@13;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB728;MV210_101
;Полоса фильтра@13;;Полоса пропускания для фильтра нижних частот;%QB729;MV210_101
;Сдвиг характеристики@13;;Величина смещения измеренного значения;%QD183;MV210_101
;Наклон характеристики@13;;Коэффициент масштабирования смещенного значения;%QD184;MV210_101
;Верхняя граница@13;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD185;MV210_101
;Нижняя граница@13;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD186;MV210_101
;Постоянная времени фильтра@13;с;;%QW374;MV210_101
Application.GVL_PLC.A04_MV210_101.NewSettings[7];Вход 7 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD188;MV210_101
;Тип датчика@14;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB752;MV210_101
;Полоса фильтра@14;;Полоса пропускания для фильтра нижних частот;%QB753;MV210_101
;Сдвиг характеристики@14;;Величина смещения измеренного значения;%QD189;MV210_101
;Наклон характеристики@14;;Коэффициент масштабирования смещенного значения;%QD190;MV210_101
;Верхняя граница@14;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD191;MV210_101
;Нижняя граница@14;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD192;MV210_101
;Постоянная времени фильтра@14;с;;%QW386;MV210_101
Application.GVL_PLC.A04_MV210_101.NewSettings[8];Вход 8 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD194;MV210_101
;Тип датчика@15;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB776;MV210_101
;Полоса фильтра@15;;Полоса пропускания для фильтра нижних частот;%QB777;MV210_101
;Сдвиг характеристики@15;;Величина смещения измеренного значения;%QD195;MV210_101
;Наклон характеристики@15;;Коэффициент масштабирования смещенного значения;%QD196;MV210_101
;Верхняя граница@15;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD197;MV210_101
;Нижняя граница@15;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD198;MV210_101
;Постоянная времени фильтра@15;с;;%QW398;MV210_101
Application.GVL_PLC.A04_MV210_101.Ch[1];Вход 1;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID244;MV210_101
;Значение;;;%ID244;MV210_101
;Циклическое время;;;%IW490;MV210_101
;Код статуса;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB982;MV210_101
Application.GVL_PLC.A04_MV210_101.Ch[2];Вход 2;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID246;MV210_101
;Значение@1;;;%ID246;MV210_101
;Циклическое время@1;;;%IW494;MV210_101
;Код статуса@1;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB990;MV210_101
Application.GVL_PLC.A04_MV210_101.Ch[3];Вход 3;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID248;MV210_101
;Значение@2;;;%ID248;MV210_101
;Циклическое время@2;;;%IW498;MV210_101
;Код статуса@2;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB998;MV210_101
Application.GVL_PLC.A04_MV210_101.Ch[4];Вход 4;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID250;MV210_101
;Значение@3;;;%ID250;MV210_101
;Циклическое время@3;;;%IW502;MV210_101
;Код статуса@3;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB1006;MV210_101
Application.GVL_PLC.A04_MV210_101.Ch[5];Вход 5;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID252;MV210_101
;Значение@4;;;%ID252;MV210_101
;Циклическое время@4;;;%IW506;MV210_101
;Код статуса@4;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB1014;MV210_101
Application.GVL_PLC.A04_MV210_101.Ch[6];Вход 6;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID254;MV210_101
;Значение@5;;;%ID254;MV210_101
;Циклическое время@5;;;%IW510;MV210_101
;Код статуса@5;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB1022;MV210_101
Application.GVL_PLC.A04_MV210_101.Ch[7];Вход 7;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID256;MV210_101
;Значение@6;;;%ID256;MV210_101
;Циклическое время@6;;;%IW514;MV210_101
;Код статуса@6;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB1030;MV210_101
Application.GVL_PLC.A04_MV210_101.Ch[8];Вход 8;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID258;MV210_101
;Значение@7;;;%ID258;MV210_101
;Циклическое время@7;;;%IW518;MV210_101
;Код статуса@7;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB1038;MV210_101
;;;Канал для того, чтобы в мастере срабатывал IoDrvWriteOutputs, без этого не сработает опрос по команде \ восстановлению связи;%QX800.0;MV210_212
;Исключить модуль из опроса;;FALSE - включен, TRUE - выключен;%QX800.1;MV210_212
;Флаг ошибки;;Признак ошибки опроса модуля;%IX1040.0;MV210_212
;Битовая маска входов;;;%ID261;MV210_212
;Вход 1;;;%IX1044.0;MV210_212
;Вход 2;;;%IX1044.1;MV210_212
;Вход 3;;;%IX1044.2;MV210_212
;Вход 4;;;%IX1044.3;MV210_212
;Вход 5;;;%IX1044.4;MV210_212
;Вход 6;;;%IX1044.5;MV210_212
;Вход 7;;;%IX1044.6;MV210_212
;Вход 8;;;%IX1044.7;MV210_212
;Вход 9;;;%IX1045.0;MV210_212
;Вход 10;;;%IX1045.1;MV210_212
;Вход 11;;;%IX1045.2;MV210_212
;Вход 12;;;%IX1045.3;MV210_212
;Вход 13;;;%IX1045.4;MV210_212
;Вход 14;;;%IX1045.5;MV210_212
;Вход 15;;;%IX1045.6;MV210_212
;Вход 16;;;%IX1045.7;MV210_212
;Вход 17;;;%IX1046.0;MV210_212
;Вход 18;;;%IX1046.1;MV210_212
;Вход 19;;;%IX1046.2;MV210_212
;Вход 20;;;%IX1046.3;MV210_212
;Вход 21;;;%IX1046.4;MV210_212
;Вход 22;;;%IX1046.5;MV210_212
;Вход 23;;;%IX1046.6;MV210_212
;Вход 24;;;%IX1046.7;MV210_212
;Вход 25;;;%IX1047.0;MV210_212
;Вход 26;;;%IX1047.1;MV210_212
;Вход 27;;;%IX1047.2;MV210_212
;Вход 28;;;%IX1047.3;MV210_212
;Вход 29;;;%IX1047.4;MV210_212
;Вход 30;;;%IX1047.5;MV210_212
;Вход 31;;;%IX1047.6;MV210_212
;Вход 32;;;%IX1047.7;MV210_212
;Значение;;Размерность и принимаемые значения смотри на вкладке Информация;%ID262;MV210_212
;Значение@1;;Размерность и принимаемые значения смотри на вкладке Информация;%ID263;MV210_212
;Значение@2;;Размерность и принимаемые значения смотри на вкладке Информация;%ID264;MV210_212
;Значение@3;;Размерность и принимаемые значения смотри на вкладке Информация;%ID265;MV210_212
;Значение@4;;Размерность и принимаемые значения смотри на вкладке Информация;%ID266;MV210_212
;Значение@5;;Размерность и принимаемые значения смотри на вкладке Информация;%ID267;MV210_212
;Значение@6;;Размерность и принимаемые значения смотри на вкладке Информация;%ID268;MV210_212
;Значение@7;;Размерность и принимаемые значения смотри на вкладке Информация;%ID269;MV210_212
;Значение счетчика;;Количество импульсов, детектированных на входе;%ID270;MV210_212
;Значение счетчика@1;;Количество импульсов, детектированных на входе;%ID271;MV210_212
;Значение счетчика@2;;Количество импульсов, детектированных на входе;%ID272;MV210_212
;Значение счетчика@3;;Количество импульсов, детектированных на входе;%ID273;MV210_212
;Значение счетчика@4;;Количество импульсов, детектированных на входе;%ID274;MV210_212
;Значение счетчика@5;;Количество импульсов, детектированных на входе;%ID275;MV210_212
;Значение счетчика@6;;Количество импульсов, детектированных на входе;%ID276;MV210_212
;Значение счетчика@7;;Количество импульсов, детектированных на входе;%ID277;MV210_212
;Значение счетчика@8;;Количество импульсов, детектированных на входе;%ID278;MV210_212
;Значение счетчика@9;;Количество импульсов, детектированных на входе;%ID279;MV210_212
;Значение счетчика@10;;Количество импульсов, детектированных на входе;%ID280;MV210_212
;Значение счетчика@11;;Количество импульсов, детектированных на входе;%ID281;MV210_212
;Значение счетчика@12;;Количество импульсов, детектированных на входе;%ID282;MV210_212
;Значение счетчика@13;;Количество импульсов, детектированных на входе;%ID283;MV210_212
;Значение счетчика@14;;Количество импульсов, детектированных на входе;%ID284;MV210_212
;Значение счетчика@15;;Количество импульсов, детектированных на входе;%ID285;MV210_212
;Значение счетчика@16;;Количество импульсов, детектированных на входе;%ID286;MV210_212
;Значение счетчика@17;;Количество импульсов, детектированных на входе;%ID287;MV210_212
;Значение счетчика@18;;Количество импульсов, детектированных на входе;%ID288;MV210_212
;Значение счетчика@19;;Количество импульсов, детектированных на входе;%ID289;MV210_212
;Значение счетчика@20;;Количество импульсов, детектированных на входе;%ID290;MV210_212
;Значение счетчика@21;;Количество импульсов, детектированных на входе;%ID291;MV210_212
;Значение счетчика@22;;Количество импульсов, детектированных на входе;%ID292;MV210_212
;Значение счетчика@23;;Количество импульсов, детектированных на входе;%ID293;MV210_212
;Сбросить значение;;;%QX800.2;MV210_212
;Сбросить значение@1;;;%QX800.3;MV210_212
;Сбросить значение@2;;;%QX800.4;MV210_212
;Сбросить значение@3;;;%QX800.5;MV210_212
;Сбросить значение@4;;;%QX800.6;MV210_212
;Сбросить значение@5;;;%QX800.7;MV210_212
;Сбросить значение@6;;;%QX801.0;MV210_212
;Сбросить значение@7;;;%QX801.1;MV210_212
;Сбросить счетчик;;;%QX801.2;MV210_212
;Сбросить счетчик@1;;;%QX801.3;MV210_212
;Сбросить счетчик@2;;;%QX801.4;MV210_212
;Сбросить счетчик@3;;;%QX801.5;MV210_212
;Сбросить счетчик@4;;;%QX801.6;MV210_212
;Сбросить счетчик@5;;;%QX801.7;MV210_212
;Сбросить счетчик@6;;;%QX802.0;MV210_212
;Сбросить счетчик@7;;;%QX802.1;MV210_212
;Сбросить счетчик@8;;;%QX802.2;MV210_212
;Сбросить счетчик@9;;;%QX802.3;MV210_212
;Сбросить счетчик@10;;;%QX802.4;MV210_212
;Сбросить счетчик@11;;;%QX802.5;MV210_212
;Сбросить счетчик@12;;;%QX802.6;MV210_212
;Сбросить счетчик@13;;;%QX802.7;MV210_212
;Сбросить счетчик@14;;;%QX803.0;MV210_212
;Сбросить счетчик@15;;;%QX803.1;MV210_212
;Сбросить счетчик@16;;;%QX803.2;MV210_212
;Сбросить счетчик@17;;;%QX803.3;MV210_212
;Сбросить счетчик@18;;;%QX803.4;MV210_212
;Сбросить счетчик@19;;;%QX803.5;MV210_212
;Сбросить счетчик@20;;;%QX803.6;MV210_212
;Сбросить счетчик@21;;;%QX803.7;MV210_212
;Сбросить счетчик@22;;;%QX804.0;MV210_212
;Сбросить счетчик@23;;;%QX804.1;MV210_212
;;;Канал для того, чтобы в мастере срабатывал IoDrvWriteOutputs, без этого не сработает опрос по команде \ восстановлению связи;%QX804.2;MV210_212_1
;Исключить модуль из опроса;;FALSE - включен, TRUE - выключен;%QX804.3;MV210_212_1
;Флаг ошибки;;Признак ошибки опроса модуля;%IX1176.0;MV210_212_1
;Битовая маска входов;;;%ID295;MV210_212_1
;Вход 1;;;%IX1180.0;MV210_212_1
;Вход 2;;;%IX1180.1;MV210_212_1
;Вход 3;;;%IX1180.2;MV210_212_1
;Вход 4;;;%IX1180.3;MV210_212_1
;Вход 5;;;%IX1180.4;MV210_212_1
;Вход 6;;;%IX1180.5;MV210_212_1
;Вход 7;;;%IX1180.6;MV210_212_1
;Вход 8;;;%IX1180.7;MV210_212_1
;Вход 9;;;%IX1181.0;MV210_212_1
;Вход 10;;;%IX1181.1;MV210_212_1
;Вход 11;;;%IX1181.2;MV210_212_1
;Вход 12;;;%IX1181.3;MV210_212_1
;Вход 13;;;%IX1181.4;MV210_212_1
;Вход 14;;;%IX1181.5;MV210_212_1
;Вход 15;;;%IX1181.6;MV210_212_1
;Вход 16;;;%IX1181.7;MV210_212_1
;Вход 17;;;%IX1182.0;MV210_212_1
;Вход 18;;;%IX1182.1;MV210_212_1
;Вход 19;;;%IX1182.2;MV210_212_1
;Вход 20;;;%IX1182.3;MV210_212_1
;Вход 21;;;%IX1182.4;MV210_212_1
;Вход 22;;;%IX1182.5;MV210_212_1
;Вход 23;;;%IX1182.6;MV210_212_1
;Вход 24;;;%IX1182.7;MV210_212_1
;Вход 25;;;%IX1183.0;MV210_212_1
;Вход 26;;;%IX1183.1;MV210_212_1
;Вход 27;;;%IX1183.2;MV210_212_1
;Вход 28;;;%IX1183.3;MV210_212_1
;Вход 29;;;%IX1183.4;MV210_212_1
;Вход 30;;;%IX1183.5;MV210_212_1
;Вход 31;;;%IX1183.6;MV210_212_1
;Вход 32;;;%IX1183.7;MV210_212_1
;Значение;;Размерность и принимаемые значения смотри на вкладке Информация;%ID296;MV210_212_1
;Значение@1;;Размерность и принимаемые значения смотри на вкладке Информация;%ID297;MV210_212_1
;Значение@2;;Размерность и принимаемые значения смотри на вкладке Информация;%ID298;MV210_212_1
;Значение@3;;Размерность и принимаемые значения смотри на вкладке Информация;%ID299;MV210_212_1
;Значение@4;;Размерность и принимаемые значения смотри на вкладке Информация;%ID300;MV210_212_1
;Значение@5;;Размерность и принимаемые значения смотри на вкладке Информация;%ID301;MV210_212_1
;Значение@6;;Размерность и принимаемые значения смотри на вкладке Информация;%ID302;MV210_212_1
;Значение@7;;Размерность и принимаемые значения смотри на вкладке Информация;%ID303;MV210_212_1
;Значение счетчика;;Количество импульсов, детектированных на входе;%ID304;MV210_212_1
;Значение счетчика@1;;Количество импульсов, детектированных на входе;%ID305;MV210_212_1
;Значение счетчика@2;;Количество импульсов, детектированных на входе;%ID306;MV210_212_1
;Значение счетчика@3;;Количество импульсов, детектированных на входе;%ID307;MV210_212_1
;Значение счетчика@4;;Количество импульсов, детектированных на входе;%ID308;MV210_212_1
;Значение счетчика@5;;Количество импульсов, детектированных на входе;%ID309;MV210_212_1
;Значение счетчика@6;;Количество импульсов, детектированных на входе;%ID310;MV210_212_1
;Значение счетчика@7;;Количество импульсов, детектированных на входе;%ID311;MV210_212_1
;Значение счетчика@8;;Количество импульсов, детектированных на входе;%ID312;MV210_212_1
;Значение счетчика@9;;Количество импульсов, детектированных на входе;%ID313;MV210_212_1
;Значение счетчика@10;;Количество импульсов, детектированных на входе;%ID314;MV210_212_1
;Значение счетчика@11;;Количество импульсов, детектированных на входе;%ID315;MV210_212_1
;Значение счетчика@12;;Количество импульсов, детектированных на входе;%ID316;MV210_212_1
;Значение счетчика@13;;Количество импульсов, детектированных на входе;%ID317;MV210_212_1
;Значение счетчика@14;;Количество импульсов, детектированных на входе;%ID318;MV210_212_1
;Значение счетчика@15;;Количество импульсов, детектированных на входе;%ID319;MV210_212_1
;Значение счетчика@16;;Количество импульсов, детектированных на входе;%ID320;MV210_212_1
;Значение счетчика@17;;Количество импульсов, детектированных на входе;%ID321;MV210_212_1
;Значение счетчика@18;;Количество импульсов, детектированных на входе;%ID322;MV210_212_1
;Значение счетчика@19;;Количество импульсов, детектированных на входе;%ID323;MV210_212_1
;Значение счетчика@20;;Количество импульсов, детектированных на входе;%ID324;MV210_212_1
;Значение счетчика@21;;Количество импульсов, детектированных на входе;%ID325;MV210_212_1
;Значение счетчика@22;;Количество импульсов, детектированных на входе;%ID326;MV210_212_1
;Значение счетчика@23;;Количество импульсов, детектированных на входе;%ID327;MV210_212_1
;Сбросить значение;;;%QX804.4;MV210_212_1
;Сбросить значение@1;;;%QX804.5;MV210_212_1
;Сбросить значение@2;;;%QX804.6;MV210_212_1
;Сбросить значение@3;;;%QX804.7;MV210_212_1
;Сбросить значение@4;;;%QX805.0;MV210_212_1
;Сбросить значение@5;;;%QX805.1;MV210_212_1
;Сбросить значение@6;;;%QX805.2;MV210_212_1
;Сбросить значение@7;;;%QX805.3;MV210_212_1
;Сбросить счетчик;;;%QX805.4;MV210_212_1
;Сбросить счетчик@1;;;%QX805.5;MV210_212_1
;Сбросить счетчик@2;;;%QX805.6;MV210_212_1
;Сбросить счетчик@3;;;%QX805.7;MV210_212_1
;Сбросить счетчик@4;;;%QX806.0;MV210_212_1
;Сбросить счетчик@5;;;%QX806.1;MV210_212_1
;Сбросить счетчик@6;;;%QX806.2;MV210_212_1
;Сбросить счетчик@7;;;%QX806.3;MV210_212_1
;Сбросить счетчик@8;;;%QX806.4;MV210_212_1
;Сбросить счетчик@9;;;%QX806.5;MV210_212_1
;Сбросить счетчик@10;;;%QX806.6;MV210_212_1
;Сбросить счетчик@11;;;%QX806.7;MV210_212_1
;Сбросить счетчик@12;;;%QX807.0;MV210_212_1
;Сбросить счетчик@13;;;%QX807.1;MV210_212_1
;Сбросить счетчик@14;;;%QX807.2;MV210_212_1
;Сбросить счетчик@15;;;%QX807.3;MV210_212_1
;Сбросить счетчик@16;;;%QX807.4;MV210_212_1
;Сбросить счетчик@17;;;%QX807.5;MV210_212_1
;Сбросить счетчик@18;;;%QX807.6;MV210_212_1
;Сбросить счетчик@19;;;%QX807.7;MV210_212_1
;Сбросить счетчик@20;;;%QX808.0;MV210_212_1
;Сбросить счетчик@21;;;%QX808.1;MV210_212_1
;Сбросить счетчик@22;;;%QX808.2;MV210_212_1
;Сбросить счетчик@23;;;%QX808.3;MV210_212_1
;;;Канал для того, чтобы в мастере срабатывал IoDrvWriteOutputs, без этого не сработает опрос по команде \ восстановлению связи;%QX808.4;MU210_403
;Исключить модуль из опроса;;FALSE - включен, TRUE - выключен;%QX812.0;MU210_403
;Флаг ошибки;;Признак ошибки опроса модуля;%IX1312.0;MU210_403
;Битовая маска выходов (чтение);;;%ID329;MU210_403
;Выход 1;;;%IX1316.0;MU210_403
;Выход 2;;;%IX1316.1;MU210_403
;Выход 3;;;%IX1316.2;MU210_403
;Выход 4;;;%IX1316.3;MU210_403
;Выход 5;;;%IX1316.4;MU210_403
;Выход 6;;;%IX1316.5;MU210_403
;Выход 7;;;%IX1316.6;MU210_403
;Выход 8;;;%IX1316.7;MU210_403
;Выход 9;;;%IX1317.0;MU210_403
;Выход 10;;;%IX1317.1;MU210_403
;Выход 11;;;%IX1317.2;MU210_403
;Выход 12;;;%IX1317.3;MU210_403
;Выход 13;;;%IX1317.4;MU210_403
;Выход 14;;;%IX1317.5;MU210_403
;Выход 15;;;%IX1317.6;MU210_403
;Выход 16;;;%IX1317.7;MU210_403
;Выход 17;;;%IX1318.0;MU210_403
;Выход 18;;;%IX1318.1;MU210_403
;Выход 19;;;%IX1318.2;MU210_403
;Выход 20;;;%IX1318.3;MU210_403
;Выход 21;;;%IX1318.4;MU210_403
;Выход 22;;;%IX1318.5;MU210_403
;Выход 23;;;%IX1318.6;MU210_403
;Выход 24;;;%IX1318.7;MU210_403
;Битовая маска выходов (запись);;;%QD204;MU210_403
;Выход 1@1;;;%QX816.0;MU210_403
;Выход 2@1;;;%QX816.1;MU210_403
;Выход 3@1;;;%QX816.2;MU210_403
;Выход 4@1;;;%QX816.3;MU210_403
;Выход 5@1;;;%QX816.4;MU210_403
;Выход 6@1;;;%QX816.5;MU210_403
;Выход 7@1;;;%QX816.6;MU210_403
;Выход 8@1;;;%QX816.7;MU210_403
;Выход 9@1;;;%QX817.0;MU210_403
;Выход 10@1;;;%QX817.1;MU210_403
;Выход 11@1;;;%QX817.2;MU210_403
;Выход 12@1;;;%QX817.3;MU210_403
;Выход 13@1;;;%QX817.4;MU210_403
;Выход 14@1;;;%QX817.5;MU210_403
;Выход 15@1;;;%QX817.6;MU210_403
;Выход 16@1;;;%QX817.7;MU210_403
;Выход 17@1;;;%QX818.0;MU210_403
;Выход 18@1;;;%QX818.1;MU210_403
;Выход 19@1;;;%QX818.2;MU210_403
;Выход 20@1;;;%QX818.3;MU210_403
;Выход 21@1;;;%QX818.4;MU210_403
;Выход 22@1;;;%QX818.5;MU210_403
;Выход 23@1;;;%QX818.6;MU210_403
;Выход 24@1;;;%QX818.7;MU210_403
;Период ШИМ (чтение);мс;;%IW660;MU210_403
;Период ШИМ (чтение)@1;мс;;%IW661;MU210_403
;Период ШИМ (чтение)@2;мс;;%IW662;MU210_403
;Период ШИМ (чтение)@3;мс;;%IW663;MU210_403
;Период ШИМ (чтение)@4;мс;;%IW664;MU210_403
;Период ШИМ (чтение)@5;мс;;%IW665;MU210_403
;Период ШИМ (чтение)@6;мс;;%IW666;MU210_403
;Период ШИМ (чтение)@7;мс;;%IW667;MU210_403
;Период ШИМ (чтение)@8;мс;;%IW668;MU210_403
;Период ШИМ (чтение)@9;мс;;%IW669;MU210_403
;Период ШИМ (чтение)@10;мс;;%IW670;MU210_403
;Период ШИМ (чтение)@11;мс;;%IW671;MU210_403
;Период ШИМ (чтение)@12;мс;;%IW672;MU210_403
;Период ШИМ (чтение)@13;мс;;%IW673;MU210_403
;Период ШИМ (чтение)@14;мс;;%IW674;MU210_403
;Период ШИМ (чтение)@15;мс;;%IW675;MU210_403
;Период ШИМ (чтение)@16;мс;;%IW676;MU210_403
;Период ШИМ (чтение)@17;мс;;%IW677;MU210_403
;Период ШИМ (чтение)@18;мс;;%IW678;MU210_403
;Период ШИМ (чтение)@19;мс;;%IW679;MU210_403
;Период ШИМ (чтение)@20;мс;;%IW680;MU210_403
;Период ШИМ (чтение)@21;мс;;%IW681;MU210_403
;Период ШИМ (чтение)@22;мс;;%IW682;MU210_403
;Период ШИМ (чтение)@23;мс;;%IW683;MU210_403
;Период ШИМ (запись);мс;;%QW410;MU210_403
;Период ШИМ (запись)@1;мс;;%QW411;MU210_403
;Период ШИМ (запись)@2;мс;;%QW412;MU210_403
;Период ШИМ (запись)@3;мс;;%QW413;MU210_403
;Период ШИМ (запись)@4;мс;;%QW414;MU210_403
;Период ШИМ (запись)@5;мс;;%QW415;MU210_403
;Период ШИМ (запись)@6;мс;;%QW416;MU210_403
;Период ШИМ (запись)@7;мс;;%QW417;MU210_403
;Период ШИМ (запись)@8;мс;;%QW418;MU210_403
;Период ШИМ (запись)@9;мс;;%QW419;MU210_403
;Период ШИМ (запись)@10;мс;;%QW420;MU210_403
;Период ШИМ (запись)@11;мс;;%QW421;MU210_403
;Период ШИМ (запись)@12;мс;;%QW422;MU210_403
;Период ШИМ (запись)@13;мс;;%QW423;MU210_403
;Период ШИМ (запись)@14;мс;;%QW424;MU210_403
;Период ШИМ (запись)@15;мс;;%QW425;MU210_403
;Период ШИМ (запись)@16;мс;;%QW426;MU210_403
;Период ШИМ (запись)@17;мс;;%QW427;MU210_403
;Период ШИМ (запись)@18;мс;;%QW428;MU210_403
;Период ШИМ (запись)@19;мс;;%QW429;MU210_403
;Период ШИМ (запись)@20;мс;;%QW430;MU210_403
;Период ШИМ (запись)@21;мс;;%QW431;MU210_403
;Период ШИМ (запись)@22;мс;;%QW432;MU210_403
;Период ШИМ (запись)@23;мс;;%QW433;MU210_403
;Коэффициент заполнения ШИМ (чтение);;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW684;MU210_403
;Коэффициент заполнения ШИМ (чтение)@1;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW685;MU210_403
;Коэффициент заполнения ШИМ (чтение)@2;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW686;MU210_403
;Коэффициент заполнения ШИМ (чтение)@3;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW687;MU210_403
;Коэффициент заполнения ШИМ (чтение)@4;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW688;MU210_403
;Коэффициент заполнения ШИМ (чтение)@5;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW689;MU210_403
;Коэффициент заполнения ШИМ (чтение)@6;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW690;MU210_403
;Коэффициент заполнения ШИМ (чтение)@7;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW691;MU210_403
;Коэффициент заполнения ШИМ (чтение)@8;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW692;MU210_403
;Коэффициент заполнения ШИМ (чтение)@9;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW693;MU210_403
;Коэффициент заполнения ШИМ (чтение)@10;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW694;MU210_403
;Коэффициент заполнения ШИМ (чтение)@11;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW695;MU210_403
;Коэффициент заполнения ШИМ (чтение)@12;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW696;MU210_403
;Коэффициент заполнения ШИМ (чтение)@13;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW697;MU210_403
;Коэффициент заполнения ШИМ (чтение)@14;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW698;MU210_403
;Коэффициент заполнения ШИМ (чтение)@15;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW699;MU210_403
;Коэффициент заполнения ШИМ (чтение)@16;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW700;MU210_403
;Коэффициент заполнения ШИМ (чтение)@17;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW701;MU210_403
;Коэффициент заполнения ШИМ (чтение)@18;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW702;MU210_403
;Коэффициент заполнения ШИМ (чтение)@19;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW703;MU210_403
;Коэффициент заполнения ШИМ (чтение)@20;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW704;MU210_403
;Коэффициент заполнения ШИМ (чтение)@21;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW705;MU210_403
;Коэффициент заполнения ШИМ (чтение)@22;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW706;MU210_403
;Коэффициент заполнения ШИМ (чтение)@23;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%IW707;MU210_403
;Коэффициент заполнения ШИМ (запись);;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%QW434;MU210_403
;Коэффициент заполнения ШИМ (запись)@1;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%QW435;MU210_403
;Коэффициент заполнения ШИМ (запись)@2;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%QW436;MU210_403
;Коэффициент заполнения ШИМ (запись)@3;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%QW437;MU210_403
;Коэффициент заполнения ШИМ (запись)@4;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%QW438;MU210_403
;Коэффициент заполнения ШИМ (запись)@5;;Значение 0...1000 соответствует коэффициенту заполнения 0...100%;%QW439;MU210_403
