folder_title;parent_title;foldertype;parentqueueSize;parentdiscardOldest;parentsamplingInterval;title;devpropname;r;calc;w;calc_out;chan;dataType;accessLevel;objectId;did;prop;cslink;csdid;csprop;;ChosePLC
Burn[1];Group[1];;;;;;;;;;;;;;;;;;;;d1010;
;Burn[1];;;;;bFireBurnErr;bFireBurnErr;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bFireBurnErr";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;bFireBurnErr;;;;;
;Burn[1];;;;;bFireBurn;bFireBurn;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bFireBurn";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;bFireBurn;;;;;
;Burn[1];;;;;bFireIgn;bFireIgn;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bFireIgn";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;bFireIgn;;;;;
;Burn[1];;;;;bBurnStarted;bBurnStarted;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bBurnStarted";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;bBurnStarted;;;;;
;Burn[1];;;;;bIgnProc;bIgnProc;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bIgnProc";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;bIgnProc;;;;;
;Burn[1];;;;;fIgnRemainingTimeStep;fIgnRemainingTimeStep;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].fIgnRemainingTimeStep";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;fIgnRemainingTimeStep;;;;;
;Burn[1];;;;;fIgnStepTime;fIgnStepTime;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].fIgnStepTime";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;fIgnStepTime;;;;;
;Burn[1];;;;;sIgnCurrentProblem;sIgnCurrentProblem;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].sIgnCurrentProblem";String;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;sIgnCurrentProblem;;;;;
;Burn[1];;;;;iFailIgnCount;iFailIgnCount;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].iFailIgnCount";Int16;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;iFailIgnCount;;;;;
;Burn[1];;;;;eBurnIgn;eBurnIgn;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].eBurnIgn";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;eBurn;;;;;
;Burn[1];;;;;eBurnProtections;eBurnProtections;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].eBurnProtections";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;eBurnProtections;;;;;
;Burn[1];;;;;bStartBurnVirt;bStartBurnVirt;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bStartBurnVirt";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;bStartBurnVirt;;;;;
;Burn[1];;;;;bStopBurnVirt;bStopBurnVirt;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bStopBurnVirt";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1010;bStopBurnVirt;;;;;
Spark;Burn[1];;;;;;;;;;;;;;;;;;;;;
;Spark;;;;;bStart;bStart;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Spark.bStart";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Spark";d1010;bSpark;;;;;
;Burn[1];;;;;bPgNorm;bPgNorm;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bPgNorm";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1176;bP;;;;d1176;
;Burn[1];;;;;bPaNorm;bPaNorm;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].bPaNorm";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1]";d1177;bP;;;;d1177;
DamperGas;Burn[1];;;;;;;;;;;;;;;;;;;;d1016;
;DamperGas;;;;;bH;bH;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bH";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bH;;;;;
;DamperGas;;;;;bL;bL;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bL";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bL;;;;;
;DamperGas;;;;;bClose;bClose;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bClose";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bClose;;;;;
;DamperGas;;;;;bOpen;bOpen;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bOpen";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bOpen;;;;;
;DamperGas;;;;;bOpenManual;bOpenManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bOpenManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bOpenManual;;;;;
;DamperGas;;;;;bCloseManual;bCloseManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bCloseManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bCloseManual;;;;;
;DamperGas;;;;;bAuto;bAuto;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bAuto";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bAuto;;;;;
;DamperGas;;;;;bBlockOpenOut;bBlockOpenOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bBlockOpenOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bBlockOpenOut;;;;;
;DamperGas;;;;;bBlockCloseOut;bBlockCloseOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.bBlockCloseOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;bBlockCloseOut;;;;;
;DamperGas;;;;;State;State;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.State";String;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas";d1016;State;;;;;
fPosition;DamperGas;;;;;;;;;;;;;;;;;;;;d0028;
;fPosition;;;;;fNormValue;fNormValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.fPosition.fNormValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.fPosition";d0028;fNormValue;;;;;
;fPosition;;;;;fInValue;fInValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.fPosition.fInValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperGas.fPosition";d0028;fInValue;;;;;
;fPosition;;;;;fNormL;fNormL;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperGas_fPosition.fNormL";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperGas_fPosition";d0028;fNormL;;;;;
;fPosition;;;;;fNormH;fNormH;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperGas_fPosition.fNormH";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperGas_fPosition";d0028;fNormH;;;;;
;fPosition;;;;;fTFilter;fTFilter;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperGas_fPosition.fTFilter";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperGas_fPosition";d0028;fTFilter;;;;;
DamperAir;Burn[1];;;;;;;;;;;;;;;;;;;;d1017;
;DamperAir;;;;;bH;bH;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bH";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bH;;;;;
;DamperAir;;;;;bL;bL;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bL";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bL;;;;;
;DamperAir;;;;;bClose;bClose;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bClose";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bClose;;;;;
;DamperAir;;;;;bOpen;bOpen;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bOpen";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bOpen;;;;;
;DamperAir;;;;;bOpenManual;bOpenManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bOpenManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bOpenManual;;;;;
;DamperAir;;;;;bCloseManual;bCloseManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bCloseManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bCloseManual;;;;;
;DamperAir;;;;;bAuto;bAuto;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bAuto";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bAuto;;;;;
;DamperAir;;;;;bBlockOpenOut;bBlockOpenOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bBlockOpenOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bBlockOpenOut;;;;;
;DamperAir;;;;;bBlockCloseOut;bBlockCloseOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.bBlockCloseOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;bBlockCloseOut;;;;;
;DamperAir;;;;;State;State;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.State";String;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir";d1017;State;;;;;
fPosition;DamperAir;;;;;;;;;;;;;;;;;;;;d0031;
;fPosition;;;;;fNormValue;fNormValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.fPosition.fNormValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.fPosition";d0031;fNormValue;;;;;
;fPosition;;;;;fInValue;fInValue;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.fPosition.fInValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].DamperAir.fPosition";d0031;fInValue;;;;;
;fPosition;;;;;fNormL;fNormL;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperAir_fPosition.fNormL";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperAir_fPosition";d0031;fNormL;;;;;
;fPosition;;;;;fNormH;fNormH;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperAir_fPosition.fNormH";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperAir_fPosition";d0031;fNormH;;;;;
;fPosition;;;;;fTFilter;fTFilter;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperAir_fPosition.fTFilter";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stAllAiChannelParams.Group1_Burn1_DamperAir_fPosition";d0031;fTFilter;;;;;
Valve2;Burn[1];;;;;;;;;;;;;;;;;;;;d1015;
;Valve2;;;;;bH;bH;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2.bH";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2";d1015;bH;;;;;
;Valve2;;;;;bL;bL;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2.bL";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2";d1015;bL;;;;;
;Valve2;;;;;bCtrl;bCtrl;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2.bCtrl";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2";d1015;bCtrl;;;;;
;Valve2;;;;;bOpenManual;bOpenManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2.bOpenManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2";d1015;bOpenManual;;;;;
;Valve2;;;;;bCloseManual;bCloseManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2.bCloseManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2";d1015;bCloseManual;;;;;
;Valve2;;;;;bAuto;bAuto;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2.bAuto";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2";d1015;bAuto;;;;;
;Valve2;;;;;bBlockOpenOut;bBlockOpenOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2.bBlockOpenOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2";d1015;bBlockOpenOut;;;;;
;Valve2;;;;;bBlockCloseOut;bBlockCloseOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2.bBlockCloseOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].Valve2";d1015;bBlockCloseOut;;;;;
ValveIgn;Burn[1];;;;;;;;;;;;;;;;;;;;d1013;
;ValveIgn;;;;;bH;bH;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn.bH";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn";d1013;bH;;;;;
;ValveIgn;;;;;bL;bL;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn.bL";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn";d1013;bL;;;;;
;ValveIgn;;;;;bCtrl;bCtrl;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn.bCtrl";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn";d1013;bCtrl;;;;;
;ValveIgn;;;;;bOpenManual;bOpenManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn.bOpenManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn";d1013;bOpenManual;;;;;
;ValveIgn;;;;;bCloseManual;bCloseManual;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn.bCloseManual";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn";d1013;bCloseManual;;;;;
;ValveIgn;;;;;bAuto;bAuto;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn.bAuto";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn";d1013;bAuto;;;;;
;ValveIgn;;;;;bBlockOpenOut;bBlockOpenOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn.bBlockOpenOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn";d1013;bBlockOpenOut;;;;;
;ValveIgn;;;;;bBlockCloseOut;bBlockCloseOut;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn.bBlockCloseOut";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].ValveIgn";d1013;bBlockCloseOut;;;;;
stBurnProts;Burn[1];;;;;;;;;;;;;;;;;;;;;
FireIgnOff;stBurnProts;;;;;;;;;;;;;;;;;;;;d1024;
;FireIgnOff;;;;;bSoundOn;bSoundOn;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff.bSoundOn";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff";d1024;bSoundOn;;;;;
;FireIgnOff;;;;;bCtrlOn;bCtrlOn;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff.bCtrlOn";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff";d1024;bCtrlOn;;;;;
;FireIgnOff;;;;;bCheck;bCheck;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff.bCheck";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff";d1024;bCheck;;;;;
;FireIgnOff;;;;;bOff;bOff;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff.bOff";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff";d1024;bOff;;;;;
;FireIgnOff;;;;;bTriggered;bTriggered;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff.bTriggered";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff";d1024;bTriggered;;;;;
;FireIgnOff;;;;;bCtrl;bCtrl;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff.bCtrl";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff";d1024;bCtrl;;;;;
;FireIgnOff;;;;;bInWork;bInWork;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff.bInWork";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireIgnOff";d1024;bInWork;;;;;
;FireIgnOff;;;;;fValue;fValue;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stProtectionList.BurnProtectionList.FireIgnOff.fValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stProtectionList.BurnProtectionList.FireIgnOff";d1024;fValue;;;;;
;FireIgnOff;;;;;fResponseTime;fResponseTime;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stProtectionList.BurnProtectionList.FireIgnOff.fResponseTime";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stProtectionList.BurnProtectionList.FireIgnOff";d1024;fResponseTime;;;;;
FireBurnOff;stBurnProts;;;;;;;;;;;;;;;;;;;;d1021;
;FireBurnOff;;;;;bSoundOn;bSoundOn;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff.bSoundOn";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff";d1021;bSoundOn;;;;;
;FireBurnOff;;;;;bCtrlOn;bCtrlOn;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff.bCtrlOn";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff";d1021;bCtrlOn;;;;;
;FireBurnOff;;;;;bCheck;bCheck;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff.bCheck";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff";d1021;bCheck;;;;;
;FireBurnOff;;;;;bOff;bOff;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff.bOff";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff";d1021;bOff;;;;;
;FireBurnOff;;;;;bTriggered;bTriggered;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff.bTriggered";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff";d1021;bTriggered;;;;;
;FireBurnOff;;;;;bCtrl;bCtrl;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff.bCtrl";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff";d1021;bCtrl;;;;;
;FireBurnOff;;;;;bInWork;bInWork;1;;0;;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff.bInWork";Boolean;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.GVL.DataProg.Group[1].Burn[1].stBurnProts.FireBurnOff";d1021;bInWork;;;;;
;FireBurnOff;;;;;fValue;fValue;1;;1;;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stProtectionList.BurnProtectionList.FireBurnOff.fValue";Float;Read Write;"ns=4;s=|var|PLC210 OPC-UA.Application.PersistentVars.stProtectionList.BurnProtectionList.FireBurnOff";d1021;fValue;;;;;
